"","rn","SYSTEM","RELEASE","CLASS","WMC","DIT","NOC","CBO","RFC","LCOM","CA","CE","NPM","LCOM3","LOC","DAM","MOA","MFA","CAM","IC","CBM","AMC","nextClass","nextLCOM","deltaLCOM","absDeltaLCOM"
"534","237030","lucene","5.5.2","org.apache.lucene.util.NumericUtils",27,1,0,16,52,351,12,10,22,1.0385,642,0,0,0,0.1235,0,0,22.5556,"org.apache.lucene.util.NumericUtils",118,-233,233
"535","239736","lucene","4.8.1","org.apache.lucene.util.packed.MonotonicAppendingLongBuffer",14,0,0,20,35,59,13,7,6,0.6154,425,0,0,0,0.3077,0,0,29.1429,"org.apache.lucene.util.packed.MonotonicAppendingLongBuffer",34,-25,25
"536","239774","lucene","5.5.2","org.apache.lucene.util.packed.MonotonicBlockPackedReader",11,0,1,17,42,35,8,10,6,0.6375,341,0,1,0,0.3714,0,0,29.2727,"org.apache.lucene.util.packed.MonotonicBlockPackedReader",8,-27,27
"537","239978","lucene","4.0.0-ALPHA","org.apache.lucene.util.packed.Packed64SingleBlock",19,0,0,5,40,49,2,3,12,0.7056,864,0.3,0,0,0.3444,0,0,43.9474,"org.apache.lucene.util.packed.Packed64SingleBlock",12,-37,37
"538","240707","lucene","4.10.4","org.apache.lucene.util.packed.PackedInts",26,1,0,68,88,235,44,28,22,0.9964,973,0,0,0,0.1633,0,0,36,"org.apache.lucene.util.packed.PackedInts",181,-54,54
"539","241630","lucene","5.5.2","org.apache.lucene.util.PagedBytes",25,1,0,13,47,118,7,9,10,0.8397,622,0.9231,0,0,0.1823,0,0,23.36,"org.apache.lucene.util.PagedBytes",89,-29,29
"540","242036","lucene","5.0.0","org.apache.lucene.util.RamUsageEstimator",23,1,0,80,76,115,77,3,19,0.9289,870,0.3043,0,0,0.0561,0,0,35.8261,"org.apache.lucene.util.RamUsageEstimator",64,-51,51
"541","244023","tomcat","4.0.3","org.apache.ajp.Ajp13",30,1,0,12,67,73,7,7,27,0.9266,795,0.0323,6,0,0.1476,0,0,24.4667,"org.apache.ajp.Ajp13",27,-46,46
"542","244132","tomcat","4.0.1","org.apache.ajp.NegociationHandler",23,0,0,5,50,221,1,5,12,1.0165,655,0.0227,0,0,0.2614,0,0,25.5652,"org.apache.ajp.NegociationHandler",170,-51,51
"543","245868","tomcat","8.0.12","org.apache.catalina.ant.jmx.JMXAccessorCondition",32,2,0,5,43,386,0,5,28,0.8734,430,1,0,225,0.7031,0,0,12.0313,"org.apache.catalina.ant.jmx.JMXAccessorCondition",32,-354,354
"544","246159","tomcat","8.0.12","org.apache.catalina.ant.jmx.JMXAccessorEqualsCondition",22,2,0,5,30,153,0,5,20,0.7937,185,1,0,0.3,0.7045,0,0,7,"org.apache.catalina.ant.jmx.JMXAccessorEqualsCondition",1,-152,152
"545","246601","tomcat","5.5.36","org.apache.catalina.ant.jmx.JMXAccessorSetTask",18,0,0,4,56,95,0,4,13,0.8431,388,1,0,0,0.3148,0,0,20.2222,"org.apache.catalina.ant.jmx.JMXAccessorSetTask",44,-51,51
"546","246759","tomcat","6.0.45","org.apache.catalina.ant.jmx.JMXAccessorTask",44,0,6,11,102,844,8,3,36,0.9275,1083,0.8824,0,0,0.2597,0,0,23.2273,"org.apache.catalina.ant.jmx.JMXAccessorTask",803,-41,41
"547","249591","tomcat","5.0.30","org.apache.catalina.authenticator.AuthenticatorBase",35,0,5,30,129,409,5,25,22,0.9133,1116,0.9474,4,0,0.1235,0,0,30.3429,"org.apache.catalina.authenticator.AuthenticatorBase",262,-147,147
"548","250255","tomcat","5.5.36","org.apache.catalina.authenticator.DigestAuthenticator",22,0,0,14,76,189,2,14,14,0.9087,498,0.9167,1,0,0.2143,0,0,21.0909,"org.apache.catalina.authenticator.DigestAuthenticator",25,-164,164
"549","251200","tomcat","7.0.5","org.apache.catalina.authenticator.SavedRequest",21,1,0,2,30,144,1,1,21,0.8889,185,1,0,0,0.2619,0,0,7.381,"org.apache.catalina.authenticator.SavedRequest",99,-45,45
"550","251395","tomcat","6.0.45","org.apache.catalina.authenticator.SingleSignOn",23,0,0,19,83,137,3,17,14,0.8352,854,1,2,0,0.2,0,0,35.7826,"org.apache.catalina.authenticator.SingleSignOn",56,-81,81
"551","251775","tomcat","7.0.72","org.apache.catalina.authenticator.SpnegoAuthenticator",14,0,0,24,68,55,1,24,11,0.8,506,1,0,0,0.2564,0,0,34.7857,"org.apache.catalina.authenticator.SpnegoAuthenticator",29,-26,26
"552","252326","tomcat","6.0.4","org.apache.catalina.Cluster",14,1,0,4,14,91,3,2,14,2,14,0,0,0,0.3429,0,0,0,"org.apache.catalina.Cluster",55,-36,36
"553","252467","tomcat","5.0.30","org.apache.catalina.cluster.CatalinaCluster",21,1,0,20,21,210,9,14,21,1.05,22,0,0,0,0.1515,0,0,0,"org.apache.catalina.cluster.CatalinaCluster",190,-20,20
"554","252658","tomcat","5.0.0","org.apache.catalina.cluster.ClusterReceiver",13,1,0,5,13,78,4,1,13,2,13,0,0,0,0.3462,0,0,0,"org.apache.catalina.cluster.ClusterReceiver",15,-63,63
"555","252953","tomcat","5.0.30","org.apache.catalina.cluster.deploy.FarmWarDeployer",30,1,0,15,92,327,0,15,27,0.8746,647,0.8182,2,0,0.1621,1,1,20.2,"org.apache.catalina.cluster.deploy.FarmWarDeployer",276,-51,51
"556","253386","tomcat","5.5.9","org.apache.catalina.cluster.io.XByteBuffer",19,1,0,6,46,113,4,2,17,0.7963,1063,0.3333,0,0,0.2143,0,0,54.4737,"org.apache.catalina.cluster.io.XByteBuffer",76,-37,37
"557","254210","tomcat","5.5.4","org.apache.catalina.cluster.session.DeltaManager",51,0,0,23,164,1029,1,23,42,0.9244,1475,0.7222,1,0,0.1013,0,0,27.5686,"org.apache.catalina.cluster.session.DeltaManager",685,-344,344
"558","254250","tomcat","5.0.30","org.apache.catalina.cluster.session.DeltaRequest",18,1,0,10,72,65,2,9,15,0.8588,469,0.2667,0,0,0.2092,0,0,24.2222,"org.apache.catalina.cluster.session.DeltaRequest",38,-27,27
"559","254496","tomcat","5.5.9","org.apache.catalina.cluster.session.JvmRouteSessionIDBinderListener",13,1,0,14,43,52,1,13,11,0.8452,214,0.7143,1,0,0.2667,1,1,14.9231,"org.apache.catalina.cluster.session.JvmRouteSessionIDBinderListener",9,-43,43
"560","254712","tomcat","5.0.14","org.apache.catalina.cluster.session.SessionMessage",10,1,0,4,11,29,3,1,10,0.9907,83,0.5,1,0,0.25,0,0,6.1,"org.apache.catalina.cluster.session.SessionMessage",10,-19,19
"561","254795","tomcat","5.0.25","org.apache.catalina.cluster.session.SimpleTcpReplicationManager",33,0,0,20,125,420,2,19,27,0.8828,1000,875,1,0,0.1781,0,0,28.8182,"org.apache.catalina.cluster.session.SimpleTcpReplicationManager",211,-209,209
"562","254881","tomcat","5.0.25","org.apache.catalina.cluster.SessionMessage",10,1,0,8,10,45,7,1,10,1.1111,16,0,0,0,0.4,0,0,0,"org.apache.catalina.cluster.SessionMessage",10,-35,35
"563","254895","tomcat","4.1.12","org.apache.catalina.cluster.StandardCluster",31,1,0,13,79,267,0,13,24,0.8683,642,1,6,0,0.2733,0,0,19.0645,"org.apache.catalina.cluster.StandardCluster",237,-30,30
"564","254951","tomcat","5.5.7","org.apache.catalina.cluster.tcp.AsyncSocketSender",25,1,0,7,55,232,2,6,16,0.8526,326,0.9231,2,0,0.1615,0,0,11.52,"org.apache.catalina.cluster.tcp.AsyncSocketSender",124,-108,108
"565","255331","tomcat","5.5.7","org.apache.catalina.cluster.tcp.PooledSocketSender",26,1,0,6,48,251,2,5,22,915,306,0.9375,1,0,0.1943,0,0,10.1538,"org.apache.catalina.cluster.tcp.PooledSocketSender",26,-225,225
"566","255429","tomcat","5.5.9","org.apache.catalina.cluster.tcp.ReplicationListener",27,1,0,10,75,265,0,10,23,0.9027,402,0.8824,2,0,0.1462,0,0,13.2593,"org.apache.catalina.cluster.tcp.ReplicationListener",40,-225,225
"567","255494","tomcat","5.5.23","org.apache.catalina.cluster.tcp.ReplicationTransmitter",54,1,0,14,151,1069,1,14,43,0.8988,1241,0.9545,1,0,0.1305,0,0,21.5741,"org.apache.catalina.cluster.tcp.ReplicationTransmitter",1049,-20,20
"568","255600","tomcat","5.0.18","org.apache.catalina.cluster.tcp.SimpleTcpCluster",47,1,0,29,140,815,6,25,44,0.9495,951,0.9412,2,0,0.1467,0,0,18.5106,"org.apache.catalina.cluster.tcp.SimpleTcpCluster",629,-186,186
"569","255755","tomcat","5.5.7","org.apache.catalina.cluster.tcp.SocketSender",26,1,0,6,51,215,3,3,22,0.8457,381,0.9286,0,0,0.2,0,0,13.1154,"org.apache.catalina.cluster.tcp.SocketSender",3,-212,212
"570","257107","tomcat","5.5.2","org.apache.catalina.connector.Connector",112,1,0,29,180,5806,14,19,108,0.9627,1525,0.9592,5,0,0.1327,0,0,12.1786,"org.apache.catalina.connector.Connector",1940,-3866,3866
"571","257496","tomcat","6.0.45","org.apache.catalina.connector.CoyoteAdapter",17,1,0,38,182,70,1,38,6,0.7768,2019,0.8571,3,0,0.2188,0,0,117.3529,"org.apache.catalina.connector.CoyoteAdapter",21,-49,49
"572","259132","tomcat","4.1.12","org.apache.catalina.connector.http.HttpConnector",61,1,0,17,113,1542,2,16,52,0.9365,1073,1,5,0,0.1417,0,0,16.0656,"org.apache.catalina.connector.http.HttpConnector",1482,-60,60
"573","259412","tomcat","4.1.12","org.apache.catalina.connector.http10.HttpConnector",56,1,0,17,110,1268,2,16,47,0.9321,952,1,5,0,0.1418,0,0,15.4643,"org.apache.catalina.connector.http10.HttpConnector",1213,-55,55
"574","259576","tomcat","4.0.4","org.apache.catalina.connector.HttpRequestFacade",26,0,0,5,51,325,1,4,26,2,169,0,0,0,0.3173,0,0,5.5,"org.apache.catalina.connector.HttpRequestFacade",0,-325,325
"575","259635","tomcat","4.0.4","org.apache.catalina.connector.HttpRequestWrapper",20,0,0,3,38,190,0,3,20,2,124,0,0,0,0.2313,0,0,5.2,"org.apache.catalina.connector.HttpRequestWrapper",0,-190,190
"576","259669","tomcat","4.0.4","org.apache.catalina.connector.HttpResponseBase",42,0,2,17,142,687,7,10,33,0.8476,1378,1,1,0,0.2718,0,0,31.619,"org.apache.catalina.connector.HttpResponseBase",485,-202,202
"577","259718","tomcat","4.0.4","org.apache.catalina.connector.HttpResponseFacade",18,0,0,4,37,153,1,3,18,2,201,0,0,0,0.3889,0,0,10.1667,"org.apache.catalina.connector.HttpResponseFacade",0,-153,153
"578","259777","tomcat","4.0.4","org.apache.catalina.connector.HttpResponseWrapper",8,0,0,3,15,28,0,3,8,2,46,0,0,0,0.4063,0,0,4.75,"org.apache.catalina.connector.HttpResponseWrapper",0,-28,28
"579","259849","tomcat","6.0.16","org.apache.catalina.connector.InputBuffer",25,2,0,18,70,122,9,10,23,0.8202,643,0.7368,0,303,205,1,2,23.96,"org.apache.catalina.connector.InputBuffer",45,-77,77
"580","260148","tomcat","7.0.5","org.apache.catalina.connector.MapperListener",17,1,0,16,75,20,1,16,7,0.4125,956,1,1,0,0.1813,0,0,54.9412,"org.apache.catalina.connector.MapperListener",0,-20,20
"581","260255","tomcat","7.0.5","org.apache.catalina.connector.OutputBuffer",35,2,0,11,72,159,4,8,30,0.8098,591,0.8667,0,0.2826,0.1964,1,2,15.4571,"org.apache.catalina.connector.OutputBuffer",114,-45,45
"582","260585","tomcat","7.0.72","org.apache.catalina.connector.Request",165,1,0,169,459,9980,120,64,142,0.9582,4412,1,13,0,0.0523,0,0,25.3879,"org.apache.catalina.connector.Request",7966,-2014,2014
"583","263486","tomcat","7.0.72","org.apache.catalina.connector.Response",85,1,0,118,257,2602,94,30,74,0.8923,2147,1,6,0,0.1143,0,0,24.0118,"org.apache.catalina.connector.Response",1568,-1034,1034
"584","265281","tomcat","7.0.72","org.apache.catalina.Container",39,1,0,83,39,741,78,11,39,1.0263,45,0,0,0,0.0965,0,0,0,"org.apache.catalina.Container",528,-213,213
"585","265970","tomcat","5.0.30","org.apache.catalina.Context",139,1,0,65,139,9591,49,16,139,1.0072,140,0,0,0,0.0907,0,0,0,"org.apache.catalina.Context",7140,-2451,2451
"586","266210","tomcat","5.0.1","org.apache.catalina.core.ApplicationContext",47,1,0,30,148,699,14,29,26,0.8641,1373,1,2,0,0.2077,0,0,28.0426,"org.apache.catalina.core.ApplicationContext",296,-403,403
"587","267158","tomcat","5.5.36","org.apache.catalina.core.ApplicationDispatcher",17,1,0,24,104,100,4,23,4,0.6591,1417,1,4,0,0.3839,0,0,81.7059,"org.apache.catalina.core.ApplicationDispatcher",54,-46,46
"588","268035","tomcat","8.0.37","org.apache.catalina.core.ApplicationFilterChain",15,1,0,17,50,51,5,15,5,0.6593,727,0.9231,2,0,0.2143,0,0,46.6,"org.apache.catalina.core.ApplicationFilterChain",26,-25,25
"589","269042","tomcat","7.0.72","org.apache.catalina.core.ApplicationHttpRequest",39,0,0,9,107,567,2,8,24,0.8882,933,1,2,0,0.2719,0,0,22.5128,"org.apache.catalina.core.ApplicationHttpRequest",500,-67,67
"590","270148","tomcat","7.0.40","org.apache.catalina.core.ApplicationSessionCookieConfig",18,1,0,4,46,135,2,2,18,0.9328,183,1,0,0,0.3,0,0,8.7778,"org.apache.catalina.core.ApplicationSessionCookieConfig",85,-50,50
"591","270272","tomcat","5.5.36","org.apache.catalina.core.AprLifecycleListener",12,1,0,7,40,26,1,6,7,0.8485,455,0.8667,1,0,303,0,0,35.6667,"org.apache.catalina.core.AprLifecycleListener",0,-26,26
"592","270382","tomcat","7.0.2","org.apache.catalina.core.AsyncContextImpl",31,1,0,18,98,149,4,16,28,0.7848,985,1,2,0,0.1067,0,0,30.4194,"org.apache.catalina.core.AsyncContextImpl",40,-109,109
"593","271187","tomcat","6.0.45","org.apache.catalina.core.ContainerBase",75,1,4,38,181,2067,16,30,66,0.9246,2036,1,9,0,0.0652,0,0,25.7333,"org.apache.catalina.core.ContainerBase",892,-1175,1175
"594","271892","tomcat","7.0.67","org.apache.catalina.core.DefaultInstanceManager",28,1,0,17,115,330,4,14,7,0.8995,1387,1,1,0,0.1994,0,0,48.0357,"org.apache.catalina.core.DefaultInstanceManager",293,-37,37
"595","272378","tomcat","5.0.30","org.apache.catalina.core.DummyRequest",121,1,0,10,123,7188,1,9,120,0.9787,414,1,2,0,0.0815,0,0,2.3471,"org.apache.catalina.core.DummyRequest",6959,-229,229
"596","272619","tomcat","6.0.45","org.apache.catalina.core.DummyResponse",68,1,0,4,69,2278,1,3,68,2,170,0,0,0,136,0,0,1.5,"org.apache.catalina.core.DummyResponse",2211,-67,67
"597","272745","tomcat","6.0.45","org.apache.catalina.core.JreMemoryLeakPreventionListener",25,1,0,5,59,186,0,5,24,0.8878,457,1,0,0,375,0,0,16.76,"org.apache.catalina.core.JreMemoryLeakPreventionListener",24,-162,162
"598","272900","tomcat","5.0.30","org.apache.catalina.core.NamingContextListener",30,1,0,32,155,107,3,30,21,0.7085,1883,0.9091,2,0,0.1207,0,0,61.4,"org.apache.catalina.core.NamingContextListener",28,-79,79
"599","273206","tomcat","7.0.72","org.apache.catalina.core.StandardContext",340,0,0,86,679,54334,15,76,316,989,9488,1,12,0,0.0385,0,0,26.4941,"org.apache.catalina.core.StandardContext",44310,-10024,10024
"600","273674","tomcat","7.0.21","org.apache.catalina.core.StandardContextValve",11,0,0,19,86,29,1,19,5,0.8333,597,1,1,0,0.3111,0,0,53,"org.apache.catalina.core.StandardContextValve",4,-25,25
"601","273763","tomcat","4.1.40","org.apache.catalina.core.StandardDefaultContext",75,1,0,24,196,1991,4,20,73,0.9505,1745,0.9167,6,0,0.0954,0,0,21.9467,"org.apache.catalina.core.StandardDefaultContext",1645,-346,346
"602","273911","tomcat","6.0.45","org.apache.catalina.core.StandardEngine",30,0,0,31,103,281,9,24,27,0.8759,829,1,1,0,0.1442,0,0,26.3,"org.apache.catalina.core.StandardEngine",129,-152,152
"603","274451","tomcat","5.0.30","org.apache.catalina.core.StandardHost",58,0,0,32,123,1433,13,20,56,937,1102,0.8636,2,0,0.1614,0,0,17.6207,"org.apache.catalina.core.StandardHost",725,-708,708
"604","274925","tomcat","5.0.30","org.apache.catalina.core.StandardHostValve",11,0,0,19,71,47,1,18,2,0.9,569,0.75,1,0,0.3125,0,0,50.3636,"org.apache.catalina.core.StandardHostValve",24,-23,23
"605","275194","tomcat","5.5.36","org.apache.catalina.core.StandardPipeline",21,1,0,17,63,40,2,16,17,0.7111,610,0.8889,5,0,0.29,0,0,27.619,"org.apache.catalina.core.StandardPipeline",20,-20,20
"606","275390","tomcat","5.5.6","org.apache.catalina.core.StandardServer",60,1,0,44,204,1562,5,41,34,0.9561,3720,0.7059,5,0,0.0804,0,0,60.4333,"org.apache.catalina.core.StandardServer",474,-1088,1088
"607","275640","tomcat","6.0.45","org.apache.catalina.core.StandardService",35,1,1,21,90,313,5,16,34,0.8529,1163,1,5,0,131,0,0,31.7143,"org.apache.catalina.core.StandardService",121,-192,192
"608","275726","tomcat","6.0.18","org.apache.catalina.core.StandardThreadExecutor",27,1,0,7,49,191,2,7,27,0.8675,283,1,1,0,0.2284,0,0,9.1481,"org.apache.catalina.core.StandardThreadExecutor",133,-58,58
"609","276065","tomcat","7.0.72","org.apache.catalina.core.StandardWrapper",91,0,1,31,255,3547,6,28,82,0.9497,2684,1,3,0,0.1,0,0,28.0549,"org.apache.catalina.core.StandardWrapper",2788,-759,759
"610","276412","tomcat","4.1.40","org.apache.catalina.core.StandardWrapperValve",18,0,0,16,72,125,1,16,10,0.9338,834,1,2,0,0.2118,0,0,44.8889,"org.apache.catalina.core.StandardWrapperValve",17,-108,108
"611","276704","tomcat","5.0.0","org.apache.catalina.DefaultContext",66,1,0,22,66,2145,13,11,66,2,66,0,0,0,0.1091,0,0,0,"org.apache.catalina.DefaultContext",2016,-129,129
"612","277058","tomcat","5.5.2","org.apache.catalina.deploy.ContextEjb",20,1,0,3,30,102,3,1,19,0.8421,210,1,1,0,0.3875,0,0,9.1,"org.apache.catalina.deploy.ContextEjb",0,-102,102
"613","277279","tomcat","6.0.45","org.apache.catalina.deploy.ContextEnvironment",14,1,0,9,19,33,9,1,13,0.7821,149,1,1,0,0.3571,0,0,9.2143,"org.apache.catalina.deploy.ContextEnvironment",0,-33,33
"614","277362","tomcat","7.0.23","org.apache.catalina.deploy.ContextHandler",14,0,0,5,31,25,4,1,14,0.7846,183,1,0,0,0.5238,0,0,11.7143,"org.apache.catalina.deploy.ContextHandler",0,-25,25
"615","277457","tomcat","5.5.2","org.apache.catalina.deploy.ContextLocalEjb",20,1,0,3,30,102,3,1,19,0.8421,210,1,1,0,0.3875,0,0,9.1,"org.apache.catalina.deploy.ContextLocalEjb",0,-102,102
"616","277623","tomcat","5.5.2","org.apache.catalina.deploy.ContextResource",18,1,0,9,28,75,9,1,17,0.8235,185,1,1,0,0.3889,0,0,8.8889,"org.apache.catalina.deploy.ContextResource",0,-75,75
"617","277730","tomcat","5.5.2","org.apache.catalina.deploy.ContextResourceEnvRef",14,1,0,3,25,33,3,1,13,0.7692,132,1,1,0,0.3143,0,0,8.0714,"org.apache.catalina.deploy.ContextResourceEnvRef",0,-33,33
"618","278035","tomcat","7.0.23","org.apache.catalina.deploy.ContextService",28,0,0,8,45,214,6,2,28,0.8807,346,1,0,0,0.3143,0,0,11.0357,"org.apache.catalina.deploy.ContextService",169,-45,45
"619","279213","tomcat","6.0.45","org.apache.catalina.deploy.MessageDestinationRef",14,1,0,3,18,33,3,1,13,0.7821,152,1,1,0,0.4762,0,0,9.4286,"org.apache.catalina.deploy.MessageDestinationRef",0,-33,33
"620","279447","tomcat","7.0.35","org.apache.catalina.deploy.NamingResources",55,0,0,37,152,819,16,26,40,0.8588,2165,1,1,0,0.1088,0,0,38.0727,"org.apache.catalina.deploy.NamingResources",765,-54,54
"621","279574","tomcat","7.0.23","org.apache.catalina.deploy.ResourceBase",15,1,10,14,25,55,11,3,14,0.8673,113,1,1,0,0.4,0,0,6.0667,"org.apache.catalina.deploy.ResourceBase",32,-23,23
"622","279747","tomcat","5.5.26","org.apache.catalina.deploy.SecurityCollection",18,1,0,6,34,89,3,3,16,0.7745,397,0.8333,0,0,0.7941,0,0,20.7222,"org.apache.catalina.deploy.SecurityCollection",58,-31,31
"623","280479","tomcat","5.0.30","org.apache.catalina.Engine",9,1,0,19,9,36,15,4,9,2,9,0,0,0,0.3111,0,0,0,"org.apache.catalina.Engine",15,-21,21
"624","280998","tomcat","7.0.72","org.apache.catalina.filters.CorsFilter",25,1,0,5,89,198,0,5,11,0.9754,1275,0.2273,0,0,0.2042,0,0,48.24,"org.apache.catalina.filters.CorsFilter",151,-47,47
"625","281192","tomcat","7.0.65","org.apache.catalina.filters.CsrfPreventionFilter",12,0,0,6,44,36,0,6,8,0.8182,346,1,0,0,0.2468,0,0,27.3333,"org.apache.catalina.filters.CsrfPreventionFilter",0,-36,36
"626","282453","tomcat","7.0.72","org.apache.catalina.filters.HttpHeaderSecurityFilter",22,0,0,5,47,145,0,5,19,944,284,1,1,0,0.1964,0,0,11.1364,"org.apache.catalina.filters.HttpHeaderSecurityFilter",114,-31,31
"627","282699","tomcat","7.0.65","org.apache.catalina.filters.RemoteIpFilter",32,1,0,5,91,382,1,5,26,0.9341,809,1,0,0,0.1317,0,0,23.5313,"org.apache.catalina.filters.RemoteIpFilter",329,-53,53
"628","282786","tomcat","7.0.72","org.apache.catalina.filters.RemoteIpFilter$XForwardedRequest",23,0,0,2,65,195,1,1,21,875,349,875,0,0,0.3273,0,0,13.8261,"org.apache.catalina.filters.RemoteIpFilter$XForwardedRequest",173,-22,22
"629","283342","tomcat","5.5.36","org.apache.catalina.filters.SetCharacterEncodingFilter",11,1,0,3,31,29,0,3,8,0.78,132,0.8,0,0,0.2429,0,0,10.5455,"org.apache.catalina.filters.SetCharacterEncodingFilter",10,-19,19
"630","283916","tomcat","6.0.45","org.apache.catalina.ha.authenticator.ClusterSingleSignOn",20,0,0,18,62,110,1,18,7,0.75,581,1,2,0,0.4421,0,0,27.85,"org.apache.catalina.ha.authenticator.ClusterSingleSignOn",75,-35,35
"631","284182","tomcat","7.0.61","org.apache.catalina.ha.authenticator.SingleSignOnMessage",24,1,0,5,31,210,2,3,24,0.9517,218,0.6667,1,0,0.2569,0,0,7.3333,"org.apache.catalina.ha.authenticator.SingleSignOnMessage",156,-54,54
"632","284333","tomcat","7.0.72","org.apache.catalina.ha.backend.HeartbeatListener",16,1,0,10,32,74,3,10,15,0.88,243,0.5,2,0,0.32,0,0,13.5625,"org.apache.catalina.ha.backend.HeartbeatListener",33,-41,41
"633","284853","tomcat","7.0.72","org.apache.catalina.ha.CatalinaCluster",19,1,0,24,19,171,16,10,19,1.0556,20,0,0,0,0.1754,0,0,0,"org.apache.catalina.ha.CatalinaCluster",120,-51,51
"634","285150","tomcat","7.0.0","org.apache.catalina.ha.ClusterManager",15,1,0,15,15,105,11,4,15,2,15,0,0,0,0.2286,0,0,0,"org.apache.catalina.ha.ClusterManager",78,-27,27
"635","286284","tomcat","7.0.6","org.apache.catalina.ha.deploy.FarmWarDeployer",39,0,0,18,118,547,0,18,29,0.8793,1289,1,2,0,0.1658,0,0,31.6154,"org.apache.catalina.ha.deploy.FarmWarDeployer",406,-141,141
"636","286558","tomcat","7.0.72","org.apache.catalina.ha.deploy.FileMessage",15,0,0,4,22,83,2,2,15,0.9107,109,1,0,0,0.2667,0,0,5.7333,"org.apache.catalina.ha.deploy.FileMessage",43,-40,40
"637","286788","tomcat","7.0.72","org.apache.catalina.ha.deploy.UndeployMessage",16,1,0,3,17,68,1,2,16,875,109,1,0,0,0.2813,0,0,5.3125,"org.apache.catalina.ha.deploy.UndeployMessage",5,-63,63
"638","287249","tomcat","7.0.0","org.apache.catalina.ha.session.BackupManager",33,0,0,17,65,430,1,17,30,0.9018,357,1,1,0,0.1797,0,0,9.6061,"org.apache.catalina.ha.session.BackupManager",245,-185,185
"639","287412","tomcat","7.0.72","org.apache.catalina.ha.session.ClusterManagerBase",20,0,2,17,67,154,3,15,16,0.8526,316,1,2,0,0.1667,0,0,14.55,"org.apache.catalina.ha.session.ClusterManagerBase",83,-71,71
"640","287696","tomcat","6.0.45","org.apache.catalina.ha.session.DeltaManager",105,0,0,29,249,4242,3,28,79,939,2939,0.9362,2,0,0.0984,0,0,26.5429,"org.apache.catalina.ha.session.DeltaManager",2878,-1364,1364
"641","287860","tomcat","7.0.72","org.apache.catalina.ha.session.DeltaRequest",21,1,0,9,88,110,2,8,18,0.8658,636,0.2632,0,0,195,0,0,28.381,"org.apache.catalina.ha.session.DeltaRequest",71,-39,39
"642","288041","tomcat","6.0.45","org.apache.catalina.ha.session.DeltaSession",54,0,0,23,157,1245,5,21,44,0.7709,1190,0.8571,1,0,0.1437,0,0,20.9074,"org.apache.catalina.ha.session.DeltaSession",1105,-140,140
"643","288205","tomcat","7.0.72","org.apache.catalina.ha.session.JvmRouteBinderValve",20,0,0,25,71,96,1,24,10,0.7293,542,0.8571,1,0,0.2707,0,0,25.75,"org.apache.catalina.ha.session.JvmRouteBinderValve",59,-37,37
"644","288458","tomcat","7.0.72","org.apache.catalina.ha.session.SerializablePrincipal",15,1,0,7,40,63,2,5,14,0.7679,321,1,0,0,0.1964,0,0,19.8667,"org.apache.catalina.ha.session.SerializablePrincipal",40,-23,23
"645","288802","tomcat","6.0.45","org.apache.catalina.ha.session.SimpleTcpReplicationManager",36,0,0,21,144,448,1,21,31,916,1134,0.9412,1,0,0.1686,0,0,30.0278,"org.apache.catalina.ha.session.SimpleTcpReplicationManager",423,-25,25
